DISTRICT	DISTNAME	CONST	CANDIDATE_NAME	AGE	SEX	PARTYNAME	SYMBOLNAME	TOTALVOTE
33	बारा	2	प्रदिप गोसाइ जोगी	32	M	राष्ट्रिय स्वाभिमान पार्टी नेपाल 	कँैची	28
33	बारा	2	राकेश कुमार शाहकानु	25	M	जनता पार्टी नेपाल 	मसी र कलम	27
33	बारा	2	रेणु देवी सिंह	36	F	जनता दल लोकतान्त्रिक पार्टी 	चापाकल	25
33	बारा	2	दयाल महतो कोइरी	45	M	स्वतन्त्र 	पङ्खा 	17
33	बारा	2	पारस प्रसाद साह	34	M	नेपाल मजदुर किसान पार्टी 	मादल	16
33	बारा	2	मदन प्रसाद जयसवाल	34	M	स्वतन्त्र 	कप	16
33	बारा	2	मेवालाल प्रसाद पटेल	33	M	स्वतन्त्र 	सयपत्रि फूल	15
33	बारा	2	बिनोद प्रसाद यादव	35	M	स्वतन्त्र 	स्कुटर	13
33	बारा	2	गजिन्द्र महतो कुशवाहा	30	M	स्वतन्त्र 	सुराही	11
33	बारा	2	मखन साह कानु	43	M	स्वतन्त्र 	पलङ्ग	9
33	बारा	2	शिवदर्शन पण्डित कुमार	34	M	स्वतन्त्र 	हेल्मेट	8
33	बारा	3	फरमुल्लाह  मंसुर	59	M	नेपाली काँग्रेस	रुख	10456
33	बारा	3	बिनोद प्रसाद साह	52	M	नेपाल कम्यूनिष्ट पार्टी (ए. मा. ले)	सूर्य	9427
33	बारा	3	प्रमोद प्रसाद गुप्ता	35	M	राष्ट्रिय मधेश समाजवादी पार्टी 	साइकल	4715
33	बारा	3	श्रीप्रसाद  हजरा	45	M	एकीकृत नेपाल कम्युनिष्ट पार्टी (माओवादी)	गोलाकारभित्र हँसिया हथौडा 	2311
33	बारा	3	अमिरीलाल  राउत	42	M	संघीय सद्भावना पार्टी 	राजहाँस	2266
33	बारा	3	संतोष प्रसाद पटेल	28	M	मधेशी जनअधिकार फोरम, नेपाल 	हातले समातेको मसाल 	1471
33	बारा	3	धनन्जय प्रसाद यादव	40	M	तराई–मधेश लोकतान्त्रिक पार्टी 	जोडा गोरु	1383
33	बारा	3	रत्नबहादुर बुढाथोकी क्षेत्री	54	M	राष्ट्रिय प्रजातन्त्र पार्टी नेपाल 	गाई	845
33	बारा	3	कलामुदिन  अंसारी	41	M	सङ्घीय समाजवादी पार्टी, नेपाल	गोलाकार भित्र छाता	784
33	बारा	3	गणेश  जैसवार	45	M	राष्ट्रिय प्रजातन्त्र पार्टी 	हलो	655
33	बारा	3	रामलगत प्रसाद यादव	58	M	मधेशी जनअधिकार फोरम (गणतान्त्रिक)	रेल	564
33	बारा	3	प्रमोद  प्रसाद	32	M	तराई मधेश सदभावना पार्टी नेपाल 	लट्ठी लिएको पुरुष 	447
33	बारा	3	कलावती  देवी	52	F	मधेशी जनअधिकार फोरम, नेपाल(लोकतान्त्रिक)	नमस्कार गरेको हात 	374
33	बारा	3	धुपलाल साह गोढ	34	M	नेपाल कम्युनिष्ट पार्टी (संयुक्त)	हँसिया	313
33	बारा	3	रामनारायण शाह तुरहा	61	M	दलित जनजाति पार्टी 	जग	295
33	बारा	3	बृजेश कुमार पाण्डेय	47	M	सद्भावना पार्टी 	तीर	274
33	बारा	3	लछुमन  महतो	44	M	स्वतन्त्र 	स्कुटर	249
33	बारा	3	रमेश प्रसाद कुर्मी	36	M	जनतान्त्रिक तराई मधेश मुक्ति टाइगर्स 	गोरुगाडा	191
33	बारा	3	महमद सफिक अन्सारी	52	M	नेपाल सद्भावना पार्टी	हात	168
33	बारा	3	पृथ्वीनारायण साह तेली	42	M	राष्ट्रिय एकता पार्टी  	गदा	163
33	बारा	3	सुनिता कुमारी गुप्ता	30	F	मधेशी जनअधिकार फोरम मधेश 	चर्खा	130
33	बारा	3	मुलचन  हजरा	57	M	नेपाली जनता दल 	पाङ्ग्रो	106
33	बारा	3	ह्दय राउत कुर्मि	45	M	स्वतन्त्र 	अर्ना भैंसी	102
33	बारा	3	महम्मद  हसनमियाँ	59	M	मधेश तराई फोरम  	बाल्टिन 	90
33	बारा	3	शत्रुधन सिंह राजपुत	56	M	शिवसेना नेपाल 	डमरु	71
33	बारा	3	महम्मद बलिउल्लाह अंसारी	46	M	लोक दल   	लुगा सिउने कल 	63
33	बारा	3	रंजु देवी साह	42	F	नेपाल मजदुर किसान पार्टी 	मादल	56
33	बारा	3	गोपाल  दास	49	M	जनता पार्टी नेपाल 	मसी र कलम	50
33	बारा	3	सरल मिया जोल्हा	63	M	राष्ट्रिय शिवसेना पार्टी 	सिपाही	44
33	बारा	3	राजमहम्मद  धोबी	41	M	राष्ट्रिय यथार्थवादी पार्टी नेपाल 	डाँफे	44
33	बारा	3	रामसुन्दर प्रसाद गुप्ता	44	M	देशभक्त समाज 	जरायो	36
33	बारा	3	रिषेश्वर  नेपाल	68	M	राष्ट्रिय स्वाभिमान पार्टी नेपाल 	कँैची	33
33	बारा	3	सिन्दा ठाकुर हजाम	44	M	नेपाल परिवार दल 	साँचो	32
33	बारा	3	पप्पु कुमार शाह	30	M	स्वतन्त्र 	पङ्खा 	25
33	बारा	3	महन्त साह तेली	44	M	स्वतन्त्र 	सयपत्रि फूल	25
33	बारा	3	मुजामिल मियाँ अंसारी	41	M	तराई मधेश पहाड हिमाल एकता पार्टी  	सिसाकलम	22
33	बारा	3	बच्चुलाल  विन	46	M	जनता दल लोकतान्त्रिक पार्टी 	चापाकल	15
33	बारा	3	लगन महतो धानुक	62	M	राष्ट्रिय जनमुक्ति पार्टी 	घर	14
33	बारा	3	सगिर हुसेन अंसारी	50	M	नेपाल सद्भावना पार्टी (युनाइटेड)	घडी	11
33	बारा	3	शैलेन्द्र प्रसाद यादव	28	M	स्वतन्त्र 	ब्याट	8
33	बारा	3	तेजिलाल  भेडीहर	42	M	स्वतन्त्र 	ताल्चा साँचो	8
33	बारा	3	अरविन्द्र सिह लामा	44	M	हिन्दु प्रजातान्त्रिक पार्टी, नेपाल	महिला	7
33	बारा	3	महेन्द्र राउत कुर्मि	34	M	स्वतन्त्र 	प्रेसर कुकर	4
33	बारा	3	सुरेश महतो कोईरी	35	M	स्वतन्त्र 	काइँयो	3
33	बारा	4	नजमा  खातुन	45	F	नेपाल कम्यूनिष्ट पार्टी (ए. मा. ले)	सूर्य	12361
33	बारा	4	सुनिल कुमार गुप्ता कलवार	35	M	नेपाली काँग्रेस	रुख	7396
33	बारा	4	जितेन्द्र प्रसाद सोनार	44	M	तराई–मधेश लोकतान्त्रिक पार्टी 	जोडा गोरु	6199
33	बारा	4	सुरेश  प्रसाद	47	M	एकीकृत नेपाल कम्युनिष्ट पार्टी (माओवादी)	गोलाकारभित्र हँसिया हथौडा 	3442
33	बारा	4	जयप्रकाश  यादव	55	M	तराई मधेश सदभावना पार्टी नेपाल 	लट्ठी लिएको पुरुष 	2131
33	बारा	4	वृजलाल प्रसाद यादव	53	M	राष्ट्रिय प्रजातन्त्र पार्टी नेपाल 	गाई	1969
33	बारा	4	योगेन्द्र प्रसाद धानुक	55	M	सद्भावना पार्टी 	तीर	1396
33	बारा	4	चिरंजीवी भक्त पौडेल	66	M	राष्ट्रिय प्रजातन्त्र पार्टी 	हलो	1112
33	बारा	4	सुरेश  प्रसाद	43	M	मधेशी जनअधिकार फोरम, नेपाल(लोकतान्त्रिक)	नमस्कार गरेको हात 	783
33	बारा	4	शम्भु प्रसाद पडित कुम्हाल	32	M	राष्ट्रिय मधेश समाजवादी पार्टी 	साइकल	690
33	बारा	4	अजय कुमार पटेल	35	M	मधेशी जनअधिकार फोरम, नेपाल 	हातले समातेको मसाल 	410
33	बारा	4	रमेश प्रसाद पाण्डेय	45	M	नेपाल कम्युनिष्ट पार्टी (मार्क्सवादी–लेनिनवादी)	हँसिया र तारा	316
33	बारा	4	रामधनाई  बछार	41	M	नेपाल नागरिक पार्टी 	मोवाइल	291
33	बारा	4	सीता  चौधरी	50	F	संघीय लोकतान्त्रिक राष्ट्रिय मञ्च (थरुहट)	गाग्री	222
33	बारा	4	बिनोद प्रसाद चौधरी	47	M	नेपाल कम्युनिष्ट पार्टी (संयुक्त)	हँसिया	156
33	बारा	4	गणेश  पासवान	30	M	दलित जनजाति पार्टी 	जग	148
33	बारा	4	उभर  फारुक	40	M	स्वतन्त्र 	अर्ना भैंसी	143
33	बारा	4	लालबाबु  शर्मा	36	M	नेपाल सद्भावना पार्टी (युनाइटेड)	घडी	142
33	बारा	4	महाविर प्रसाद यादव	42	M	जनतान्त्रिक तराई मधेश मुक्ति टाइगर्स 	गोरुगाडा	118
33	बारा	4	आफताब आलम ठकुराई	38	M	जन प्रजातान्त्रिक पार्टी 	गैँडा	118
33	बारा	4	खेदु महतो धानुक	65	M	नेपाल सद्भावना पार्टी	हात	105
33	बारा	4	भाग्यनाथ प्रसाद साहकानु	59	M	मधेशी जनअधिकार फोरम मधेश 	चर्खा	98
33	बारा	4	चिरंजी प्रसाद .	49	M	संघीय सद्भावना पार्टी 	राजहाँस	84
33	बारा	4	नन्दु  महरा	37	M	राष्ट्रिय जनमोर्चा 	गिलास	70
33	बारा	4	रामचन्द्र राय भर	35	M	लिबरल डेमोक्रेटिक पार्टी 	दमाहा	65
33	बारा	4	विरेन्द्र कुमार गुप्ता	25	M	नेपाल जनता पार्टी 	कमलको फूल	51
33	बारा	4	अच्छे लाल ठाकुर	44	M	तराई मधेश पहाड हिमाल एकता पार्टी  	सिसाकलम	50
33	बारा	4	जगदिश प्रसाद साह तेली	58	M	राष्ट्रिय एकता पार्टी  	गदा	40
33	बारा	4	ध्रब महतो कोइरी	39	M	नेपाल परिवार दल 	साँचो	37
33	बारा	4	लक्ष्मी सा तेली	55	M	मधेश तराई फोरम  	बाल्टिन 	29
33	बारा	4	बैधनाथ प्रसाद साह	28	M	सङ्घीय समाजवादी पार्टी, नेपाल	गोलाकार भित्र छाता	26
33	बारा	4	लालमहमद  अन्सारी	41	M	लोक दल   	लुगा सिउने कल 	23
33	बारा	4	समसेर मिया अंसारी	35	M	स्वतन्त्र 	साबेल	22
33	बारा	4	हदिश मिया मंसुरी	48	M	राष्ट्रिय जन विकास पार्टी 	टेबुल	22
33	बारा	4	हरेराम मण्डल महतो	44	M	स्वतन्त्र 	सयपत्रि फूल	19
33	बारा	4	ज्योती लाल साह	48	M	जनता पार्टी नेपाल 	मसी र कलम	18
33	बारा	4	जवाहीर  महरा	46	M	नेपाल मजदुर किसान पार्टी 	मादल	16
33	बारा	4	बिजय किशोर प्रसाद कुश्वाहा	37	M	स्वतन्त्र 	सुराही	15
33	बारा	4	अनिल  राम	35	M	स्वतन्त्र 	गितार	15
33	बारा	4	पवन कुमार पटेल	31	M	स्वतन्त्र 	स्कुटर	15
33	बारा	4	दिपक कुमार दास तत्मा	35	M	मधेशी जनअधिकार फोरम (गणतान्त्रिक)	रेल	13
33	बारा	4	उपेन्द्र प्रसाद यादव	25	M	स्वतन्त्र 	स्वेटर	12
33	बारा	4	अजय कुमार कुर्मि	35	M	स्वतन्त्र 	ताल्चा साँचो	12
33	बारा	4	भागवत प्रसाद दास	36	M	राष्ट्रिय जनमुक्ति पार्टी 	घर	12
33	बारा	4	सुभाष प्रसाद साह	27	M	स्वतन्त्र 	हेल्मेट	10
33	बारा	4	महमद कलाम आजाद	49	M	नेपाल सद्भावना पार्टी (गजेन्द्रवादी)	डुङ्गा	9
33	बारा	4	विरेन्द्र प्रसाद साह तेली	30	M	स्वतन्त्र 	पेन्चिस	7
33	बारा	4	अच्छेलाल सा रौनियार	51	M	देशभक्त समाज 	जरायो	5
33	बारा	4	भदई  मिया	46	M	स्वतन्त्र 	कुखुराको चल्ला	5
33	बारा	4	बलिराम  ठाकुर	40	M	स्वतन्त्र 	काइँयो	2
33	बारा	4	ईब्राहीम मिया धोबी	46	M	स्वतन्त्र 	लट्टाई	2
33	बारा	4	जगदिश  राम	28	M	स्वतन्त्र 	खुर्पी	2
33	बारा	4	भोटाई चौधरी थारु	45	M	स्वतन्त्र 	इनार	2
33	बारा	5	बलबीर प्रसाद चौधरी	52	M	नेपाल कम्यूनिष्ट पार्टी (ए. मा. ले)	सूर्य	15800
33	बारा	5	उमाकान्त  चौधरी	46	M	नेपाली काँग्रेस	रुख	10671
33	बारा	5	रामबाबु कुमार यादव	38	M	मधेशी जनअधिकार फोरम, नेपाल 	हातले समातेको मसाल 	4072
33	बारा	5	तपेश्वर  राय	40	M	एकीकृत नेपाल कम्युनिष्ट पार्टी (माओवादी)	गोलाकारभित्र हँसिया हथौडा 	3534
33	बारा	5	ओमप्रकाश  चौधरी	44	M	मधेशी जनअधिकार फोरम, नेपाल(लोकतान्त्रिक)	नमस्कार गरेको हात 	1558
33	बारा	5	सुनिल प्रसाद चौधरी	30	M	नेपाल कम्युनिष्ट पार्टी (संयुक्त)	हँसिया	360
33	बारा	5	गिरधारी प्रसाद चौधरी	57	M	राष्ट्रिय प्रजातन्त्र पार्टी नेपाल 	गाई	292
33	बारा	5	उमेश प्रसाद जयसवाल	41	M	तराई–मधेश लोकतान्त्रिक पार्टी 	जोडा गोरु	219
33	बारा	5	हरेन्द्र  शाह	45	M	सद्भावना पार्टी 	तीर	206
33	बारा	5	अमिरी साह तेली	50	M	तराई मधेश सदभावना पार्टी नेपाल 	लट्ठी लिएको पुरुष 	157
33	बारा	5	द्वारीका प्रसाद चौधरी	36	M	राष्ट्रिय प्रजातन्त्र पार्टी 	हलो	140
33	बारा	5	राजा  तामाङ	28	M	राष्ट्रिय जनमुक्ति पार्टी 	घर	139
33	बारा	5	गुन्जा  चौधरी	30	F	नेपाल लोकतान्त्रिक समाजवादी दल 	कलम	112
33	बारा	5	हिरालाल प्रसाद चौधरी	43	M	राष्ट्रिय मधेश समाजवादी पार्टी 	साइकल	112
33	बारा	5	राजन प्रसाद चौधरी	34	M	नेपाल सद्भावना पार्टी	हात	85
33	बारा	5	दिपेन्द्र  राम	32	M	दलित जनजाति पार्टी 	जग	69
33	बारा	5	इन्ददेव प्रसाद चौधरी	44	M	तराई मधेश पहाड हिमाल एकता पार्टी  	सिसाकलम	68
33	बारा	5	अरुण प्रसाद राय	36	M	जनता पार्टी नेपाल 	मसी र कलम	63
33	बारा	5	सहिमुदिन  अंसारी	48	M	जनता दल युनाइटेड 	शंख	54
33	बारा	5	मायालाल  चौधरी	36	M	संघीय लोकतान्त्रिक राष्ट्रिय मञ्च (थरुहट)	गाग्री	53
33	बारा	5	गणेश  चौधरी	35	M	मधेशी जनअधिकार फोरम (गणतान्त्रिक)	रेल	44
33	बारा	5	सियाराम प्रसाद चौधरी	62	M	नेपाल सद्भावना पार्टी (युनाइटेड)	घडी	44
33	बारा	5	बच्चा देवी पसवान	38	F	सङ्घीय समाजवादी पार्टी, नेपाल	गोलाकार भित्र छाता	35
33	बारा	5	रेशम बहादुर धिताल	44	M	चुरेभावर राष्ट्रिय पार्टी 	बिजुलीको चिम	33
33	बारा	5	विनोद  मंडल	34	M	लोक दल   	लुगा सिउने कल 	32
33	बारा	5	जिरजोधन  हजरा	31	M	राष्ट्रिय नागरिक पार्टी 	फुल सहितको गमला	31
33	बारा	5	कमल प्रसाद पासवान	48	M	लिबरल डेमोक्रेटिक पार्टी 	दमाहा	25
33	बारा	5	शेखर  साह	42	M	नेपाल कम्युनिष्ट पार्टी (माले–समाजवादी)	सुकुन्दा	25
33	बारा	5	सविर कुमार चौधरी	27	M	नेपाल नागरिक पार्टी 	मोवाइल	22
33	बारा	5	श्रीपती  देवी	38	F	मधेशी जनअधिकार फोरम मधेश 	चर्खा	20
33	बारा	5	महेन्द्र  सहनी	29	M	शिवसेना नेपाल 	डमरु	15
33	बारा	5	रमेश प्रसाद साह	38	M	राष्ट्रवादी एकता पार्टी	परेवा	13
33	बारा	5	नुर  महम्मद	44	M	राष्ट्रिय यथार्थवादी पार्टी नेपाल 	डाँफे	12
33	बारा	5	गणेश प्रसाद चौधरी	40	M	नेपाल राष्ट्रिय यातायात विकास दल  	टेम्पो 	12
33	बारा	5	राजेश प्रसाद यादव	36	M	नेपाल मजदुर किसान पार्टी 	मादल	9
33	बारा	6	पुरुषोत्तम  पौडेल	49	M	नेपाल कम्यूनिष्ट पार्टी (ए. मा. ले)	सूर्य	16511
33	बारा	6	शम्भु बहादुर बुढाथोकी	40	M	नेपाली काँग्रेस	रुख	12179
33	बारा	6	क्षेत्र बहादुर श्रेष्ठ	42	M	एकीकृत नेपाल कम्युनिष्ट पार्टी (माओवादी)	गोलाकारभित्र हँसिया हथौडा 	7065
33	बारा	6	शिव प्रसाद तिमिल्सिना	50	M	राष्ट्रिय प्रजातन्त्र पार्टी नेपाल 	गाई	1129
33	बारा	6	उपेन्द्र प्रसाद यादव	36	M	राष्ट्रिय मधेश समाजवादी पार्टी 	साइकल	1004
33	बारा	6	सन्त बहादुर राउत क्षेत्री	74	M	राष्ट्रिय प्रजातन्त्र पार्टी 	हलो	777
33	बारा	6	चक्रपाणी  तिमल्सिना	59	M	नेपाल कम्युनिष्ट पार्टी (मार्क्सवादी–लेनिनवादी)	हँसिया र तारा	579
33	बारा	6	पिंकी  कुमारी	30	F	तराई–मधेश लोकतान्त्रिक पार्टी 	जोडा गोरु	355
33	बारा	6	दिपक प्रसाद चौधरी	48	M	राष्ट्रिय जनमोर्चा 	गिलास	212
33	बारा	6	राधादेवी  साह	44	F	मधेशी जनअधिकार फोरम, नेपाल(लोकतान्त्रिक)	नमस्कार गरेको हात 	199
33	बारा	6	भिम बहादुर रुम्वा	39	M	संघीय गणतान्त्रिक समाजवादी पार्टी, नेपाल	डम्फु	191
33	बारा	6	मोफिज म. सिधिकी	41	M	मधेशी जनअधिकार फोरम, नेपाल 	हातले समातेको मसाल 	149
33	बारा	6	बुद्धिमान  तामाङ	50	M	नेपाल कम्युनिष्ट पार्टी	घन कोदाला	86
33	बारा	6	हरिन्दर  सहनी	51	M	सङ्घीय समाजवादी पार्टी, नेपाल	गोलाकार भित्र छाता	61
33	बारा	6	जितन  राउत अहिर	54	M	संघीय सद्भावना पार्टी 	राजहाँस	32
33	बारा	6	ब्रह्मदेव प्रसाद यादव	44	M	नेपाल परिवार दल 	साँचो	32
33	बारा	6	सरस्वती  सुवेदी	29	F	मातृभूमि नेपाल दल 	गाग्रो बोकेकी महिला 	31
33	बारा	6	नवराज  बजागाँई	34	M	स्वतन्त्र 	बँदेल	28
33	बारा	6	राजेन्द्र  गौतम	34	M	स्वतन्त्र 	सयपत्रि फूल	26
33	बारा	6	यादवलाल प्रसाद सहनी	76	M	नेपाल सद्भावना पार्टी	हात	21
33	बारा	6	अनिल  कुमार	37	M	तराई मधेश पहाड हिमाल एकता पार्टी  	सिसाकलम	20
33	बारा	6	राम आधार  साहतेली	49	M	शिवसेना नेपाल 	डमरु	15
33	बारा	6	होम बहादुर रकाल	44	M	ॐ सेना नेपाल 	मुसा	14
33	बारा	6	सुरेन्द्र प्रसाद साहतेली	37	M	राष्ट्रिय जनमुक्ति पार्टी 	घर	14
33	बारा	6	ज‌ग बहादुर दर्लामी	42	M	दलित जनजाति पार्टी 	जग	11
33	बारा	6	बेली कुमारी पाठक	38	F	जनता पार्टी नेपाल 	मसी र कलम	9
33	बारा	6	कमल  भट्ट क्षेत्री	41	M	स्वतन्त्र 	कारखाना	7
33	बारा	6	दुलरिया  थरुनी	57	F	राष्ट्रवादी एकता पार्टी	परेवा	6
33	बारा	6	अब्दुल कलाम अन्सारी	33	M	तराई मधेश सदभावना पार्टी नेपाल 	लट्ठी लिएको पुरुष 	6
33	बारा	6	शितल  आचार्य	32	F	नेपाल नागरिक पार्टी 	मोवाइल	5
33	बारा	6	अनवर हुसेन अन्सारी	36	M	राष्ट्रिय यथार्थवादी पार्टी नेपाल 	डाँफे	5
33	बारा	6	जादो लाल सहनी	47	M	स्वतन्त्र 	काइँयो	4
33	बारा	6	सुब्बा  ठकुरी	47	M	राष्ट्रिय चुरेभावर पार्टी	चप्पल	3
34	पर्सा	1	राजेन्द्र  अमात्य	56	M	नेपाली काँग्रेस	रुख	12463
34	पर्सा	1	बिमल प्रसाद श्रीवास्तव	63	M	तराई–मधेश लोकतान्त्रिक पार्टी 	जोडा गोरु	9291
34	पर्सा	1	राजेश मान सिंह	43	M	राष्ट्रिय मधेश समाजवादी पार्टी 	साइकल	5532
34	पर्सा	1	नवराज  तिमिल्सना	41	M	नेपाल कम्यूनिष्ट पार्टी (ए. मा. ले)	सूर्य	2273
34	पर्सा	1	वविता  देवी	47	F	राष्ट्रिय प्रजातन्त्र पार्टी नेपाल 	गाई	1867
34	पर्सा	1	बलिराम प्रसाद तेली	44	M	एकीकृत नेपाल कम्युनिष्ट पार्टी (माओवादी)	गोलाकारभित्र हँसिया हथौडा 	1705
34	पर्सा	1	करिमा  बेगम	39	F	मधेशी जनअधिकार फोरम, नेपाल 	हातले समातेको मसाल 	1092
34	पर्सा	1	राम प्रसाद यादव	62	M	राष्ट्रिय प्रजातन्त्र पार्टी 	हलो	421
34	पर्सा	1	भाग्यनाथ प्रसाद साह कानु	59	M	मधेशी जनअधिकार फोरम मधेश 	चर्खा	303
34	पर्सा	1	अनिल कुमार अग्रवाल	52	M	नेपाल जनता पार्टी 	कमलको फूल	277
34	पर्सा	1	राजु कुमार गुप्ता	33	M	मधेशी जनअधिकार फोरम, नेपाल(लोकतान्त्रिक)	नमस्कार गरेको हात 	273
34	पर्सा	1	सरिता  गिरी	53	F	नेपाल सद्भावना पार्टी	हात	266
34	पर्सा	1	महमद मिया  हजाम	57	M	मधेशी जनअधिकार फोरम (गणतान्त्रिक)	रेल	221
34	पर्सा	1	महमद मिया हजाम	44	M	सद्भावना पार्टी 	तीर	190
34	पर्सा	1	जवाहिर मि‌या अंसारी	54	M	तराई मधेश सदभावना पार्टी नेपाल 	लट्ठी लिएको पुरुष 	175
34	पर्सा	1	प्रमोद कुमार रायमाझी	35	M	नेपाल समाजवादी पार्टी (लोहियावादी)	मेच	139
34	पर्सा	1	शिवनाथ सा तेली	58	M	सङ्घीय समाजवादी पार्टी, नेपाल	गोलाकार भित्र छाता	119
34	पर्सा	1	जाकिर  हुसेन	45	M	जनता दल नेपाल  	याक 	118
34	पर्सा	1	लक्ष्मी राज न्यौपाने (क्षेत्री)	63	M	नेपाल कम्युनिष्ट पार्टी (मार्क्सवादी–लेनिनवादी)	हँसिया र तारा	99
34	पर्सा	1	मुकेश कुमार सरावती	47	M	नव नेपाल निर्माण पार्टी 	खरायो	92
34	पर्सा	1	भिसनाथ साह कानु	43	M	नेपाल कम्युनिष्ट पार्टी (संयुक्त)	हँसिया	80
34	पर्सा	1	किरण वाला वर्मा	47	F	जन प्रजातान्त्रिक पार्टी 	गैँडा	68
34	पर्सा	1	साहुसेन मिया समानी	38	M	तराई मधेश पहाड हिमाल एकता पार्टी  	सिसाकलम	65
34	पर्सा	1	कृष्ण प्रसाद कुर्मी	31	M	संघीय सद्भावना पार्टी 	राजहाँस	64
34	पर्सा	1	प्रदिप  शर्मा	41	M	स्वतन्त्र 	स्कुटर	57
34	पर्सा	1	डोमाइ साह सोनार	44	M	नेपाल परिवार दल 	साँचो	44
34	पर्सा	1	केदार राउत कुर्मी	38	M	जनतान्त्रिक तराई मधेश मुक्ति टाइगर्स 	गोरुगाडा	43
34	पर्सा	1	शैल देवी कोइरिन	65	F	नेपाली जनता दल 	पाङ्ग्रो	38
34	पर्सा	1	मुकेश कुमार गुप्ता	33	M	स्वतन्त्र 	पङ्खा 	35
34	पर्सा	1	सत्यनारायण प्रसाद रौनियार	51	M	नेपाल सद्भावना पार्टी (युनाइटेड)	घडी	30
34	पर्सा	1	सुरेश प्रसाद साह कानु	44	M	नेपाल नागरिक पार्टी 	मोवाइल	27
34	पर्सा	1	शेष आवीद अली	26	M	लोकतान्त्रिक जनता पार्टी नेपाल 	हवाईजहाज	25
34	पर्सा	1	दिपक कुमार कण्ठ	38	M	युवा शक्ति नेपाल पार्टी  	दौडिरहेको युवक	22
34	पर्सा	1	रामपती देवी नुनिया	40	F	नेपाल युवा किसान पार्टी 	केराको काइँयो	22
34	पर्सा	1	सन्तोष साह रौनियार	31	M	स्वतन्त्र 	गितार	20
34	पर्सा	1	विनोद कुमार अग्रवाल	39	M	लोकतान्त्रिक पार्टी–नेपाल 	सिंह	19
34	पर्सा	1	मनोरमा  रौनियार	50	F	मधेश तराई फोरम  	बाल्टिन 	18
34	पर्सा	1	उमेश प्रसाद कुर्मी	40	M	जनता पार्टी नेपाल 	मसी र कलम	18
34	पर्सा	1	सत्यनारायण प्रसाद गुप्ता	65	M	हिन्दु प्रजातान्त्रिक पार्टी, नेपाल	महिला	15
34	पर्सा	1	रन्दिप  श्रीवास्तव	28	M	स्वतन्त्र 	टेन्ट	14
34	पर्सा	1	सरोज कुमार साह	30	M	नेपाल मजदुर किसान पार्टी 	मादल	14
34	पर्सा	1	मृत्युन्जय कुमार मिश्र	35	M	राष्ट्रिय यथार्थवादी पार्टी नेपाल 	डाँफे	12
34	पर्सा	1	संजय कुमार अग्रवाल	49	M	दलित जनजाति पार्टी 	जग	12
34	पर्सा	1	दिनेश प्रसाद गुप्ता	43	M	जनता दल लोकतान्त्रिक पार्टी 	चापाकल	11
34	पर्सा	1	पुरुषोतम  दुबे	34	M	सोसल रिपब्लिकन पार्टी 	सलाईको बट्टा 	10
34	पर्सा	1	वेद प्रकाश कुमार गुप्ता कानु	27	M	राष्ट्रिय जनता दल नेपाल 	लालटिन	10
34	पर्सा	1	श्याम किशोर तिवारी	36	M	स्वतन्त्र 	सयपत्रि फूल	6
34	पर्सा	1	भिषम सिंह राजपुत	43	M	राष्ट्रिय शिवसेना पार्टी 	सिपाही	5
34	पर्सा	1	अवधेश प्रसाद तेली	33	M	स्वतन्त्र 	हेल्मेट	4
34	पर्सा	1	कृष्ण प्रसाद यादव	29	M	स्वतन्त्र 	स्वेटर	3
34	पर्सा	1	प्रदिप कुमार नेवार	43	M	स्वतन्त्र 	कालोपाटी	3
34	पर्सा	1	अनुरोध  शर्मा	27	M	स्वतन्त्र 	लट्टाई	3
34	पर्सा	1	मोदनारायण  चौधरी	47	M	स्वतन्त्र 	ताल्चा साँचो	2
34	पर्सा	1	मनोज दास तत्वा	26	M	स्वतन्त्र 	पलङ्ग	1
34	पर्सा	1	सुरज कुमार कलवार	32	M	स्वतन्त्र 	काइँयो	0
34	पर्सा	2	विचारी प्रसाद यादव	47	M	नेपाल कम्यूनिष्ट पार्टी (ए. मा. ले)	सूर्य	8714
34	पर्सा	2	प्रदिप  यादव	39	M	मधेशी जनअधिकार फोरम, नेपाल 	हातले समातेको मसाल 	6711
34	पर्सा	2	अजय कुमार द्धुवेदी	50	M	नेपाली काँग्रेस	रुख	6516
34	पर्सा	2	म. बसरुदिन  अन्‍सारी	49	M	एकीकृत नेपाल कम्युनिष्ट पार्टी (माओवादी)	गोलाकारभित्र हँसिया हथौडा 	4402
34	पर्सा	2	राजीव  पराजुली	55	M	राष्ट्रिय प्रजातन्त्र पार्टी नेपाल 	गाई	4337
34	पर्सा	2	शशिकपुर  मियाँ	38	M	मधेशी जनअधिकार फोरम (गणतान्त्रिक)	रेल	2306
34	पर्सा	2	राम अयोध्‍या राउत कुर्मी	57	M	राष्ट्रिय प्रजातन्त्र पार्टी 	हलो	1419
34	पर्सा	2	नारायणजी  रौनियार	54	M	मधेशी जनअधिकार फोरम, नेपाल(लोकतान्त्रिक)	नमस्कार गरेको हात 	1263
34	पर्सा	2	डा.राम देव सिंह	73	M	तराई–मधेश लोकतान्त्रिक पार्टी 	जोडा गोरु	385
34	पर्सा	2	प्रेम बाबु प्रसाद	54	M	राष्ट्रिय मधेश समाजवादी पार्टी 	साइकल	343
